timestamp,Actiwatch activity counts,Actiware classification,Apple Watch ENMO
08/01/2000 00:29:00,0.0,0.0,0.001944947
08/01/2000 00:29:15,0.0,0.0,0.001723036
08/01/2000 00:29:30,0.0,0.0,0.001738939
08/01/2000 00:29:45,0.0,0.0,0.001654256
08/01/2000 00:30:00,0.0,0.0,0.001648838
08/01/2000 00:30:15,0.0,0.0,0.001705029
08/01/2000 00:30:30,0.0,0.0,0.0017100289999999998
08/01/2000 00:30:45,0.0,0.0,0.00163629
08/01/2000 00:31:00,0.0,0.0,0.001739957
08/01/2000 00:31:15,0.0,0.0,0.001911416
08/01/2000 00:31:30,0.0,0.0,0.001648309
08/01/2000 00:31:45,0.0,0.0,0.0016052389999999998
08/01/2000 00:32:00,0.0,0.0,0.0017196370000000002
08/01/2000 00:32:15,0.0,0.0,0.001188112
08/01/2000 00:32:30,0.0,0.0,0.001251634
08/01/2000 00:32:45,0.0,0.0,0.0017371620000000002
08/01/2000 00:33:00,0.0,0.0,0.002956651
08/01/2000 00:33:15,0.0,0.0,0.003419481
08/01/2000 00:33:30,0.0,0.0,0.003392183
08/01/2000 00:33:45,0.0,0.0,0.0034469709999999996
08/01/2000 00:34:00,0.0,0.0,0.004011208
08/01/2000 00:34:15,0.0,0.0,0.0033666959999999998
08/01/2000 00:34:30,0.0,0.0,0.0019280520000000002
08/01/2000 00:34:45,0.0,0.0,0.0018924120000000002
08/01/2000 00:35:00,0.0,0.0,0.0019350670000000002
08/01/2000 00:35:15,0.0,0.0,0.001956076
08/01/2000 00:35:30,0.0,0.0,0.001782666
08/01/2000 00:35:45,0.0,0.0,0.001760337
08/01/2000 00:36:00,0.0,0.0,0.0023291089999999998
08/01/2000 00:36:15,0.0,0.0,0.001798845
08/01/2000 00:36:30,0.0,0.0,0.0017756179999999999
08/01/2000 00:36:45,0.0,0.0,0.001796195
08/01/2000 00:37:00,0.0,0.0,0.001809966
08/01/2000 00:37:15,0.0,0.0,0.001954332
08/01/2000 00:37:30,0.0,0.0,0.0019143839999999999
08/01/2000 00:37:45,0.0,0.0,0.002146635
08/01/2000 00:38:00,0.0,0.0,0.0019207760000000001
08/01/2000 00:38:15,0.0,0.0,0.0018254220000000002
08/01/2000 00:38:30,0.0,0.0,0.0018935339999999999
08/01/2000 00:38:45,0.0,0.0,0.0017799979999999999
08/01/2000 00:39:00,0.0,0.0,0.001741594
08/01/2000 00:39:15,0.0,0.0,0.001712331
08/01/2000 00:39:30,0.0,0.0,0.001736704
08/01/2000 00:39:45,0.0,0.0,0.001846681
08/01/2000 00:40:00,0.0,0.0,0.001837145
08/01/2000 00:40:15,0.0,0.0,0.0019608
